id,supplier_id,location_type,name,address_line1,address_line2,city,state_province,postal_code,country,latitude,longitude,capacity_mt,operational_since,phone,email,created_at
86ef6f2f-40a9-4d75-9c24-93a28080e9b5,37fbb935-02c2-4908-8a0d-1767ce72736c,r_and_d_center,Nasarawa R And D Center,215 Industrial Way,,Nasarawa,Nasarawa,,Nigeria,36.75621,19.05656,,2023,,,2017-12-27T05:38:30.450Z
432a5fc5-c3c6-4b78-a79d-21ce10571d16,37fbb935-02c2-4908-8a0d-1767ce72736c,r_and_d_center,Nasarawa R And D Center,927 Processing Road,,Nasarawa,Nasarawa,,Nigeria,-14.32971,102.86561,,2013,,,2016-10-28T05:38:30.450Z
720a978e-f2a5-4b05-a306-bac3ecc05f37,37fbb935-02c2-4908-8a0d-1767ce72736c,mining_operation,Gauteng Mining Operation,Mine Site Industrial Zone,,Gauteng,Gauteng,,South Africa,42.10972,1.51845,19094,2012,,,2023-11-02T05:38:30.450Z
b3b1eccf-63c2-428c-8e6f-a9cfe6ffa27d,37fbb935-02c2-4908-8a0d-1767ce72736c,office,Antofagasta Office,179 Industrial Zone,,Antofagasta,Antofagasta,,Chile,46.14748,-79.10128,,2019,,,2024-11-07T05:38:30.450Z
9e654cec-1c87-4389-aa7f-e1d85de9ac0f,37fbb935-02c2-4908-8a0d-1767ce72736c,office,Lagos Office,182 Mining Zone,,Lagos,Lagos,,Nigeria,-34.68831,-15.07107,,2023,,,2020-12-10T05:38:30.450Z
24b996e1-4ce9-4cd0-8723-9c5934d1bd6a,37fbb935-02c2-4908-8a0d-1767ce72736c,office,Mutoko Office,195 Industrial Zone,,Mutoko,Mutoko,,Zimbabwe,20.19655,54.31214,,2015,,,2018-04-20T05:38:30.450Z
4902511a-f580-4652-82d9-b9cb132b5ebc,37fbb935-02c2-4908-8a0d-1767ce72736c,mining_operation,Nasarawa Mining Operation,Mine Site Processing Way,,Nasarawa,Nasarawa,,Nigeria,-2.73466,74.61461,23397,2023,,,2023-01-16T05:38:30.450Z
cba4d03b-7f66-428e-9b64-809e2eb8b6eb,37fbb935-02c2-4908-8a0d-1767ce72736c,processing_plant,Goromonzi Processing Plant,656 Mining Zone,,Goromonzi,Goromonzi,,Zimbabwe,-22.22264,-80.74593,24803,2020,,,2019-03-02T05:38:30.450Z
5849b705-3673-4de1-8554-1dd367e2b6ca,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,headquarters,Pioneer Resources Headquarters,635 Business Drive,Building A,Plateau,Plateau,75883,Nigeria,-17.64414,50.42926,,2011,+176-485-8494,sales@pioneerresources.com,2021-12-01T05:38:30.409Z
d8e7f9ff-eac1-46a6-9c77-ce3ac16c3fc9,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,mining_operation,Bikita Mining Operation,Mine Site Mining Road,,Bikita,Bikita,,Zimbabwe,44.21536,59.57738,15319,2013,,,2018-12-25T05:38:30.450Z
70389bc6-f8ca-4296-ada4-c08e6de086d0,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,r_and_d_center,Nasarawa R And D Center,956 Mining Road,,Nasarawa,Nasarawa,,Nigeria,20.06316,4.17217,,2023,,,2022-02-10T05:38:30.450Z
18bfa324-68d9-4ff1-bb5e-9b357a23540c,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,r_and_d_center,Khomas R And D Center,226 Processing Zone,,Khomas,Khomas,,Namibia,-19.21051,47.64775,,2016,,,2016-12-28T05:38:30.450Z
9196617b-f7a2-4ab5-9ab5-3ec4db97cf92,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,mining_operation,Ashanti Mining Operation,Mine Site Industrial Way,,Ashanti,Ashanti,,Ghana,49.80216,-3.05992,5408,2015,,,2017-04-27T05:38:30.450Z
89bd017d-029e-43cd-be88-05bd37a70231,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,office,Nevada Office,150 Processing Road,,Nevada,Nevada,90320,United States,-21.55313,22.76035,,2017,,,2016-04-25T05:38:30.450Z
369de074-407b-458e-8323-3cc1762858e0,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,processing_plant,Lagos Processing Plant,768 Processing Way,,Lagos,Lagos,,Nigeria,-2.58519,-90.82993,20878,2023,,,2024-04-04T05:38:30.450Z
84849691-03d4-474c-a6ea-8f5c4bb77da0,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,mining_operation,Atacama Mining Operation,Mine Site Industrial Zone,,Atacama,Atacama,,Chile,-6.68404,89.05314,6123,2018,,,2024-07-25T05:38:30.450Z
46482276-aa96-40dd-9796-7036a75f35ac,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,processing_plant,Santiago Processing Plant,648 Mining Zone,,Santiago,Santiago,,Chile,20.86088,90.80248,16491,2017,,,2022-08-22T05:38:30.450Z
a64b411a-0676-4b7c-ba02-c8856bd99cef,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,processing_plant,Lagos Processing Plant,647 Mining Road,,Lagos,Lagos,,Nigeria,26.59285,-107.002,19067,2016,,,2020-12-27T05:38:30.450Z
508c53d0-4166-4a9e-ae80-e79549e58009,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,mining_operation,Lagos Mining Operation,Mine Site Processing Way,,Lagos,Lagos,,Nigeria,-3.69757,-24.8213,9051,2011,,,2018-01-02T05:38:30.450Z
3e1f4bbb-bbbf-4420-8e00-f8cf48d1c290,2ffbea36-6c6d-4cb1-9a23-e1c4fab1634d,processing_plant,Nasarawa Processing Plant,721 Processing Zone,,Nasarawa,Nasarawa,,Nigeria,-29.69987,78.77896,8590,2017,,,2021-03-01T05:38:30.450Z
8592a9b6-dd7c-4ebe-ae77-0181b7e6018b,899e3891-f93f-4d0d-8a05-4f23adaeac21,headquarters,Global Resources Headquarters,8151 Industrial Avenue,Suite 100,Kigali,Kigali,11323,Rwanda,-31.64786,-108.21765,,2003,+785-717-7951,sales@globalresources.com,2022-11-03T05:38:30.409Z
d3682a84-c990-4283-8022-2e0e9b85b211,899e3891-f93f-4d0d-8a05-4f23adaeac21,office,Kigali Office,594 Mining Road,,Kigali,Kigali,,Rwanda,-11.38354,-74.61684,,2020,,,2023-03-27T05:38:30.450Z
19b1fedc-6fa1-458b-bee6-10af63eb0fa2,899e3891-f93f-4d0d-8a05-4f23adaeac21,mining_operation,Salta Mining Operation,Mine Site Industrial Zone,,Salta,Salta,,Argentina,44.66391,-33.78611,49642,2021,,,2020-06-04T05:38:30.450Z
2687df4d-3d14-42ac-9966-de6030826494,899e3891-f93f-4d0d-8a05-4f23adaeac21,warehouse,Kigali Warehouse,270 Processing Way,,Kigali,Kigali,,Rwanda,8.29628,77.41917,,2005,,,2023-01-19T05:38:30.450Z
1afd2f3b-6fc8-4a49-8d0c-7387a359d848,899e3891-f93f-4d0d-8a05-4f23adaeac21,r_and_d_center,Eastern Province R And D Center,113 Processing Zone,,Eastern Province,Eastern Province,,Rwanda,-2.45956,-43.80327,,2007,,,2018-10-09T05:38:30.450Z
7d219fb0-edf9-443b-bc4e-04e2fbe1dcf4,899e3891-f93f-4d0d-8a05-4f23adaeac21,mining_operation,Eastern Province Mining Operation,Mine Site Processing Road,,Eastern Province,Eastern Province,,Rwanda,0.06607,96.11278,6264,2019,,,2024-04-27T05:38:30.450Z
088d2896-ee23-472c-a0b1-4eea6fbf3691,899e3891-f93f-4d0d-8a05-4f23adaeac21,processing_plant,Kigali Processing Plant,822 Processing Way,,Kigali,Kigali,,Rwanda,5.85703,0.83028,25008,2007,,,2019-04-22T05:38:30.450Z
33bbcf38-96b1-4403-ae1b-17e770de13a5,899e3891-f93f-4d0d-8a05-4f23adaeac21,office,Sichuan Office,802 Processing Road,,Sichuan,Sichuan,,China,16.52395,94.1519,,2023,,,2016-02-08T05:38:30.450Z
1179846d-dfcb-4293-8940-d2e2deb89e3e,899e3891-f93f-4d0d-8a05-4f23adaeac21,r_and_d_center,Kigali R And D Center,44 Processing Way,,Kigali,Kigali,,Rwanda,41.08647,10.59589,,2005,,,2021-04-16T05:38:30.450Z
bd6346e3-90b7-443b-8db7-a5d0a50fd267,899e3891-f93f-4d0d-8a05-4f23adaeac21,mining_operation,Sichuan Mining Operation,Mine Site Mining Zone,,Sichuan,Sichuan,,China,3.73728,30.80396,24701,2015,,,2016-09-18T05:38:30.450Z
a8454986-a26a-4f57-b7e2-01de14955057,899e3891-f93f-4d0d-8a05-4f23adaeac21,mining_operation,Western Mining Operation,Mine Site Industrial Zone,,Western,Western,,Ghana,5.81772,-25.36869,19982,2022,,,2019-11-12T05:38:30.450Z
a82f0731-8de9-496c-8877-ce422a154624,899e3891-f93f-4d0d-8a05-4f23adaeac21,office,Western Province Office,56 Mining Road,,Western Province,Western Province,,Rwanda,-32.41301,-79.7578,,2024,,,2017-05-01T05:38:30.450Z
a0b2fa6a-121c-4aa2-b9ff-513cfe8fb4a4,77a43956-c6c9-4ba6-96ea-337574954ed2,headquarters,Zenith Enterprises Headquarters,892 Central Avenue,Floor 5,Sikasso,Sikasso,96876,Mali,48.24567,114.79533,,2020,+45-472-6039,sales@zenithenterprises.com,2023-05-24T05:38:30.409Z
2cdce85b-992f-4ba4-89c4-5fae74d27736,77a43956-c6c9-4ba6-96ea-337574954ed2,office,Addis Ababa Office,908 Processing Road,,Addis Ababa,Addis Ababa,,Ethiopia,13.48378,38.08294,,2023,,,2019-04-21T05:38:30.450Z
f9ba162f-3ea7-4df8-ac13-3bec3839726d,77a43956-c6c9-4ba6-96ea-337574954ed2,office,Sikasso Office,105 Industrial Road,,Sikasso,Sikasso,,Mali,-17.59588,68.09556,,2023,,,2018-07-12T05:38:30.450Z
670fa6a4-7211-4210-af1e-62fd1438776e,77a43956-c6c9-4ba6-96ea-337574954ed2,office,Northwest Territories Office,121 Industrial Way,,Northwest Territories,Northwest Territories,,Canada,7.72236,-79.35831,,2020,,,2018-07-19T05:38:30.450Z
1c3c0892-1970-4ce5-827c-e5179885d783,77a43956-c6c9-4ba6-96ea-337574954ed2,mining_operation,Bamako Mining Operation,Mine Site Industrial Way,,Bamako,Bamako,,Mali,15.63829,-111.03352,19637,2022,,,2024-07-30T05:38:30.450Z
ec4c100e-a674-492d-a9a8-4a1182f3b0ba,77a43956-c6c9-4ba6-96ea-337574954ed2,r_and_d_center,Kayes R And D Center,477 Mining Way,,Kayes,Kayes,,Mali,32.31514,-50.24597,,2022,,,2020-11-03T05:38:30.450Z
1a9ea5f6-67e1-4195-80de-7dca9692fa62,77a43956-c6c9-4ba6-96ea-337574954ed2,processing_plant,Bamako Processing Plant,627 Processing Zone,,Bamako,Bamako,,Mali,-32.66216,95.69884,20013,2024,,,2022-06-20T05:38:30.450Z
7d740e9f-ddab-4b51-8622-1bc0837abb1f,77a43956-c6c9-4ba6-96ea-337574954ed2,r_and_d_center,Quebec R And D Center,629 Processing Way,,Quebec,Quebec,,Canada,-26.43935,129.66587,,2023,,,2017-03-06T05:38:30.450Z
553977dd-a782-424a-8b1f-3591654bb5b3,77a43956-c6c9-4ba6-96ea-337574954ed2,mining_operation,Ontario Mining Operation,Mine Site Industrial Way,,Ontario,Ontario,,Canada,35.55859,49.40343,14937,2024,,,2018-08-02T05:38:30.450Z
4e07008e-a434-40e7-afad-d62a1ce47e35,77a43956-c6c9-4ba6-96ea-337574954ed2,warehouse,Northern Cape Warehouse,948 Processing Zone,,Northern Cape,Northern Cape,,South Africa,14.27383,59.07667,,2020,,,2021-07-14T05:38:30.450Z
2179c67d-be20-4885-a803-16f6ba844bb3,77a43956-c6c9-4ba6-96ea-337574954ed2,r_and_d_center,Sikasso R And D Center,165 Industrial Road,,Sikasso,Sikasso,,Mali,38.85975,-57.01808,,2024,,,2020-05-02T05:38:30.450Z
eaa5a9a1-851c-4620-b0aa-988b0c0a5393,77a43956-c6c9-4ba6-96ea-337574954ed2,processing_plant,Eastern Processing Plant,454 Mining Road,,Eastern,Eastern,,Ghana,23.05949,-86.9605,16892,2021,,,2021-10-04T05:38:30.450Z
b490311f-f208-41f6-a686-53683447771a,77a43956-c6c9-4ba6-96ea-337574954ed2,office,Bamako Office,679 Mining Way,,Bamako,Bamako,,Mali,-10.01092,109.61921,,2023,,,2022-05-10T05:38:30.450Z
b04e7fea-e28b-4b61-9bf8-273067ba4c12,b81d6b03-e5b8-4775-ae41-f217e25d8d23,headquarters,Platinum Energy Headquarters,2678 Business Drive,Building A,Nevada,Nevada,73753,United States,-21.37356,-3.77044,,1998,+541-390-9633,sales@platinumenergy.com,2022-10-23T05:38:30.409Z
f4884b3e-480b-420c-89d4-988e397768a3,b81d6b03-e5b8-4775-ae41-f217e25d8d23,r_and_d_center,North Carolina R And D Center,546 Industrial Road,,North Carolina,North Carolina,23353,United States,-30.39577,-118.98406,,2022,,,2024-04-25T05:38:30.450Z
de2acb49-96af-4a93-9985-cb074d9732f9,b81d6b03-e5b8-4775-ae41-f217e25d8d23,processing_plant,North Carolina Processing Plant,88 Mining Road,,North Carolina,North Carolina,24683,United States,-6.2995,95.76028,20237,2004,,,2018-09-15T05:38:30.450Z
4a7659d4-4995-4c45-b633-c32f11cf935a,b81d6b03-e5b8-4775-ae41-f217e25d8d23,mining_operation,North Carolina Mining Operation,Mine Site Processing Road,,North Carolina,North Carolina,28368,United States,18.91325,26.97942,32364,2023,,,2024-11-20T05:38:30.450Z
be1b5ab3-b772-4ab0-90a9-468abeb2d23f,b81d6b03-e5b8-4775-ae41-f217e25d8d23,r_and_d_center,California R And D Center,951 Processing Zone,,California,California,60445,United States,24.49835,30.63905,,1998,,,2018-12-21T05:38:30.450Z
10f115a0-40e0-4967-83fb-e35e1ef839ad,b81d6b03-e5b8-4775-ae41-f217e25d8d23,mining_operation,Bamako Mining Operation,Mine Site Processing Way,,Bamako,Bamako,,Mali,28.08245,-118.7902,33685,2003,,,2022-09-12T05:38:30.450Z
0c2b2a09-474a-4e50-b5f0-c74f2b63bc54,b81d6b03-e5b8-4775-ae41-f217e25d8d23,mining_operation,Nevada Mining Operation,Mine Site Mining Zone,,Nevada,Nevada,39956,United States,-26.2715,17.29628,14292,1999,,,2019-01-23T05:38:30.450Z
5a2ee828-f27a-41d2-b59c-48b5ce041365,b81d6b03-e5b8-4775-ae41-f217e25d8d23,processing_plant,Sikasso Processing Plant,480 Processing Zone,,Sikasso,Sikasso,,Mali,8.85972,5.70899,39588,2024,,,2021-10-24T05:38:30.450Z
304cf02f-9eb0-477a-9872-86120b099983,b81d6b03-e5b8-4775-ae41-f217e25d8d23,r_and_d_center,Bikita R And D Center,441 Mining Road,,Bikita,Bikita,,Zimbabwe,44.55293,-96.89713,,2019,,,2021-04-21T05:38:30.450Z
9532c216-6ca4-4692-9163-2287918b6fa3,b81d6b03-e5b8-4775-ae41-f217e25d8d23,warehouse,North Carolina Warehouse,285 Mining Way,,North Carolina,North Carolina,71547,United States,47.9898,-73.04199,,2006,,,2022-02-20T05:38:30.450Z
06a3a5c5-7e28-4725-8fa9-d2e0e332ed29,a9f4a45c-896f-4699-bdb5-053a60619f4e,headquarters,Diamond Holdings Headquarters,4724 Business Avenue,,Northern Territory,Northern Territory,99948,Australia,10.44455,-70.51383,,2005,+667-248-2887,sales@diamondholdings.com,2022-12-28T05:38:30.409Z
9e324851-f3db-4d20-a245-c8418e9b37c3,a9f4a45c-896f-4699-bdb5-053a60619f4e,warehouse,South Australia Warehouse,10 Processing Way,,South Australia,South Australia,,Australia,13.00932,-63.10442,,2018,,,2021-04-02T05:38:30.450Z
a0ac2e73-8671-4465-8033-1ecc6983a573,a9f4a45c-896f-4699-bdb5-053a60619f4e,mining_operation,Western Australia Mining Operation,Mine Site Processing Road,,Western Australia,Western Australia,,Australia,-8.58833,20.1239,39124,2019,,,2017-01-23T05:38:30.450Z
52e87205-0c12-4179-a57a-3e33852452aa,a9f4a45c-896f-4699-bdb5-053a60619f4e,mining_operation,Western Australia Mining Operation,Mine Site Industrial Way,,Western Australia,Western Australia,,Australia,-29.28728,55.25456,41847,2022,,,2017-08-10T05:38:30.450Z
eb5b460d-6145-41c5-8f0e-ec2a49bb7c58,a9f4a45c-896f-4699-bdb5-053a60619f4e,warehouse,Salta Warehouse,515 Mining Way,,Salta,Salta,,Argentina,43.50666,-80.6417,,2018,,,2019-08-12T05:38:30.450Z
c209c340-e590-443b-ba53-3a8a7a9a361c,a9f4a45c-896f-4699-bdb5-053a60619f4e,office,Western Australia Office,324 Processing Way,,Western Australia,Western Australia,,Australia,-17.79053,95.12766,,2023,,,2024-02-03T05:38:30.450Z
5b1d3a00-8eb0-499a-83e6-5a82ed5b6d14,a9f4a45c-896f-4699-bdb5-053a60619f4e,r_and_d_center,Catamarca R And D Center,438 Mining Road,,Catamarca,Catamarca,,Argentina,18.16327,75.97931,,2014,,,2019-06-13T05:38:30.450Z
c46ca230-bd93-4ffd-917d-68d86d0ef67a,a9f4a45c-896f-4699-bdb5-053a60619f4e,warehouse,Western Australia Warehouse,586 Industrial Road,,Western Australia,Western Australia,,Australia,-34.62002,103.0983,,2017,,,2021-07-22T05:38:30.450Z
54b6f7e5-30b3-40bb-8681-ddfcf0bd89f7,a9f4a45c-896f-4699-bdb5-053a60619f4e,mining_operation,Manono Mining Operation,Mine Site Processing Road,,Manono,Manono,,Democratic Republic of Congo,1.65051,-43.77528,46556,2009,,,2024-01-02T05:38:30.450Z
fd175ef4-54cf-4b08-9092-f642f8282b7b,a9f4a45c-896f-4699-bdb5-053a60619f4e,office,South Australia Office,929 Industrial Road,,South Australia,South Australia,,Australia,13.63143,80.5396,,2006,,,2021-03-01T05:38:30.450Z
95afb92a-492b-4890-b685-0c6eb9c90552,a9f4a45c-896f-4699-bdb5-053a60619f4e,r_and_d_center,Western Australia R And D Center,240 Processing Zone,,Western Australia,Western Australia,,Australia,-11.49554,76.48807,,2008,,,2024-03-17T05:38:30.450Z
7167b5b4-a651-4cd1-9b5e-e4d50d883fa0,a9f4a45c-896f-4699-bdb5-053a60619f4e,r_and_d_center,Northern Territory R And D Center,127 Mining Road,,Northern Territory,Northern Territory,,Australia,-14.96615,-11.19615,,2017,,,2018-05-08T05:38:30.450Z
33ffd4da-c464-4fd3-8ba6-70977552e93f,a9f4a45c-896f-4699-bdb5-053a60619f4e,office,Kigali Office,587 Processing Road,,Kigali,Kigali,,Rwanda,44.81777,-10.1158,,2012,,,2022-04-04T05:38:30.450Z
b0699332-7d3a-466f-9644-a88054d7cd5b,a9f4a45c-896f-4699-bdb5-053a60619f4e,r_and_d_center,Northern Cape R And D Center,339 Industrial Road,,Northern Cape,Northern Cape,,South Africa,41.55018,82.45497,,2014,,,2019-01-24T05:38:30.450Z
446aec51-0ab3-4747-9d07-29a612b60c71,2ad8b3e1-554c-4068-a664-76129b3d5235,headquarters,International Holdings Headquarters,3068 Industrial Drive,,Arkansas,Arkansas,46455,United States,-3.41538,-76.73594,,2008,+155-402-5871,sales@internationalholdings.com,2021-03-17T05:38:30.409Z
28496c8f-b83a-4a85-8b34-b79792339ac8,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,California Processing Plant,223 Mining Zone,,California,California,31378,United States,-4.55594,64.17996,13683,2021,,,2024-01-20T05:38:30.450Z
8b2a9b33-bc0b-48ee-9cc0-bcdab36253ae,2ad8b3e1-554c-4068-a664-76129b3d5235,warehouse,Arkansas Warehouse,121 Mining Way,,Arkansas,Arkansas,91207,United States,48.23071,17.78763,,2014,,,2016-09-09T05:38:30.450Z
19d1e842-1f1d-4248-85d5-d1706ab58fb0,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,Lagos Processing Plant,518 Processing Zone,,Lagos,Lagos,,Nigeria,-31.99016,-1.22717,11664,2008,,,2016-01-24T05:38:30.450Z
b99e1fa3-4bca-4521-a1b8-a454e3dd01b6,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,North Carolina Processing Plant,568 Processing Zone,,North Carolina,North Carolina,32331,United States,46.80527,-53.91894,31764,2012,,,2016-12-02T05:38:30.450Z
f76adc53-8c89-4c3e-8a23-f4871e5bf8f4,2ad8b3e1-554c-4068-a664-76129b3d5235,office,Salta Office,191 Mining Way,,Salta,Salta,,Argentina,26.79235,-109.85118,,2016,,,2018-03-22T05:38:30.451Z
81324a88-324b-407a-b3ed-264eb1708c01,2ad8b3e1-554c-4068-a664-76129b3d5235,office,Bikita Office,88 Mining Way,,Bikita,Bikita,,Zimbabwe,1.28921,115.12894,,2021,,,2023-08-25T05:38:30.451Z
72938642-4bf3-4de1-a021-a4a9a4fc72f5,2ad8b3e1-554c-4068-a664-76129b3d5235,r_and_d_center,Nevada R And D Center,170 Processing Way,,Nevada,Nevada,83026,United States,-1.33003,-14.3691,,2024,,,2024-11-22T05:38:30.451Z
b9f04482-580e-48ec-9804-a474bac78cc1,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,North Carolina Processing Plant,829 Processing Way,,North Carolina,North Carolina,57387,United States,-29.84587,49.58705,10390,2011,,,2024-01-05T05:38:30.451Z
deaccf8e-787f-4b87-8e74-6de1fae2b257,2ad8b3e1-554c-4068-a664-76129b3d5235,mining_operation,Plateau Mining Operation,Mine Site Processing Road,,Plateau,Plateau,,Nigeria,38.17562,33.68838,31393,2019,,,2020-04-07T05:38:30.451Z
b2e60971-7f25-4e0d-8d41-f0c41a78231c,2ad8b3e1-554c-4068-a664-76129b3d5235,mining_operation,California Mining Operation,Mine Site Processing Way,,California,California,95883,United States,-1.74887,53.59797,25590,2022,,,2016-09-30T05:38:30.451Z
1768438d-43f3-47dd-b998-ac98e1184863,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,California Processing Plant,764 Mining Zone,,California,California,35392,United States,40.1261,127.50901,15818,2012,,,2020-07-29T05:38:30.451Z
732d6ea9-3134-4caf-8291-e7251b449247,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,Northern Cape Processing Plant,54 Mining Zone,,Northern Cape,Northern Cape,,South Africa,-33.23921,124.94225,8802,2011,,,2021-02-09T05:38:30.451Z
1ca92f19-f691-4fb9-ba92-3d2a50d8353e,2ad8b3e1-554c-4068-a664-76129b3d5235,r_and_d_center,Antofagasta R And D Center,347 Processing Way,,Antofagasta,Antofagasta,,Chile,-10.60005,-14.11058,,2017,,,2024-04-02T05:38:30.451Z
6ffa5fec-bc8f-4a38-ba98-f305bc008bce,bfd89266-65d2-4a19-a83d-6510f05854ea,headquarters,Pacific Group Headquarters,784 Main Street,Floor 5,Salta,Salta,90833,Argentina,-32.22967,98.97847,,1998,+514-831-8915,sales@pacificgroup.com,2023-12-16T05:38:30.409Z
49c9a9c0-a924-4470-b202-4da0c891a1a1,bfd89266-65d2-4a19-a83d-6510f05854ea,warehouse,Jujuy Warehouse,623 Industrial Zone,,Jujuy,Jujuy,,Argentina,25.7392,19.61896,,1999,,,2018-01-25T05:38:30.451Z
5ad213b7-b0e7-43e5-853e-48a66b6d4a05,bfd89266-65d2-4a19-a83d-6510f05854ea,processing_plant,Salta Processing Plant,494 Processing Zone,,Salta,Salta,,Argentina,13.03779,-76.9289,34693,2024,,,2020-10-07T05:38:30.451Z
eac15bee-ac60-4aea-9187-52ef7d5624ac,bfd89266-65d2-4a19-a83d-6510f05854ea,r_and_d_center,Oromia R And D Center,803 Industrial Way,,Oromia,Oromia,,Ethiopia,24.02877,53.35801,,2018,,,2019-04-16T05:38:30.451Z
8a9eae0e-e0e5-445c-97ed-5ffc442c2455,bfd89266-65d2-4a19-a83d-6510f05854ea,mining_operation,South Australia Mining Operation,Mine Site Processing Zone,,South Australia,South Australia,,Australia,45.49867,114.4113,37845,2022,,,2022-09-23T05:38:30.451Z
bc9fcd55-554f-4a36-b176-eab392847efe,bfd89266-65d2-4a19-a83d-6510f05854ea,warehouse,Addis Ababa Warehouse,373 Processing Way,,Addis Ababa,Addis Ababa,,Ethiopia,10.29413,-10.45964,,2012,,,2023-07-01T05:38:30.451Z
3f31704a-7301-411d-bf85-46254c323934,bfd89266-65d2-4a19-a83d-6510f05854ea,warehouse,Erongo Warehouse,105 Processing Road,,Erongo,Erongo,,Namibia,28.33229,63.1719,,2009,,,2020-06-20T05:38:30.451Z
de945855-03e1-4606-befa-dc05320584bb,bfd89266-65d2-4a19-a83d-6510f05854ea,warehouse,Catamarca Warehouse,647 Industrial Road,,Catamarca,Catamarca,,Argentina,26.42137,77.03866,,2003,,,2024-06-26T05:38:30.451Z
14ef22cb-5f59-4dad-860a-46dcc729032b,a17023fb-6086-437b-ab59-0e7cdd24e603,headquarters,Pacific Industries Headquarters,1553 Main Avenue,Building A,Lagos,Lagos,72019,Nigeria,34.49669,36.0421,,1997,+521-655-6107,sales@pacificindustries.com,2024-06-30T05:38:30.409Z
48c2de45-17d3-47d1-95b4-a2e588ea9bbc,a17023fb-6086-437b-ab59-0e7cdd24e603,mining_operation,Arkansas Mining Operation,Mine Site Industrial Zone,,Arkansas,Arkansas,57634,United States,46.00772,65.17714,9573,1999,,,2024-06-13T05:38:30.451Z
d0a75c91-53fa-4805-b695-8a38cf0dfe46,a17023fb-6086-437b-ab59-0e7cdd24e603,warehouse,Lagos Warehouse,535 Industrial Zone,,Lagos,Lagos,,Nigeria,-8.07131,64.45269,,2006,,,2018-05-10T05:38:30.451Z
5962bba5-2909-470c-a45e-edd3176888a5,a17023fb-6086-437b-ab59-0e7cdd24e603,processing_plant,Qinghai Processing Plant,659 Mining Road,,Qinghai,Qinghai,,China,9.28496,124.31223,32346,2009,,,2023-06-26T05:38:30.451Z
601b5962-3063-4b99-b686-e1ada69c31c7,a17023fb-6086-437b-ab59-0e7cdd24e603,mining_operation,Santiago Mining Operation,Mine Site Industrial Zone,,Santiago,Santiago,,Chile,9.59532,-89.19002,47317,2012,,,2019-01-25T05:38:30.451Z
a7c0c9c9-0f3e-4c95-af69-32ab0738134e,a17023fb-6086-437b-ab59-0e7cdd24e603,mining_operation,Plateau Mining Operation,Mine Site Mining Zone,,Plateau,Plateau,,Nigeria,19.30217,18.95439,17760,1999,,,2016-02-02T05:38:30.451Z
a6303b64-dec4-4671-9dc7-9e28d4646a82,a17023fb-6086-437b-ab59-0e7cdd24e603,mining_operation,Tibet Mining Operation,Mine Site Mining Zone,,Tibet,Tibet,,China,-7.09886,-96.96043,49281,2006,,,2017-07-23T05:38:30.451Z
dc5dda89-e344-4290-b29b-0b46378229f5,a17023fb-6086-437b-ab59-0e7cdd24e603,office,Nevada Office,432 Processing Road,,Nevada,Nevada,53197,United States,-34.23059,-24.01929,,1998,,,2024-06-25T05:38:30.451Z
685dd5aa-a061-4b09-a48a-417d33031d03,87519094-b5f3-4ef6-9d9c-8e503fcfed38,headquarters,Quantum Lithium Headquarters,115 Industrial Street,Building A,Lagos,Lagos,24100,Nigeria,23.50294,23.71705,,2008,+292-749-6865,sales@quantumlithium.com,2024-02-10T05:38:30.409Z
a6b865e8-608e-4d64-b9e3-e125d3cae3c0,87519094-b5f3-4ef6-9d9c-8e503fcfed38,warehouse,North Carolina Warehouse,70 Industrial Road,,North Carolina,North Carolina,20215,United States,45.23819,-8.84993,,2013,,,2023-08-16T05:38:30.451Z
64c96272-2fba-4c7d-88a7-720ab8be5361,87519094-b5f3-4ef6-9d9c-8e503fcfed38,office,Nasarawa Office,855 Industrial Road,,Nasarawa,Nasarawa,,Nigeria,-5.57938,-108.40036,,2014,,,2022-04-23T05:38:30.451Z
f8597419-c05a-4867-a8bf-27d81b73abd5,87519094-b5f3-4ef6-9d9c-8e503fcfed38,office,Oromia Office,831 Mining Road,,Oromia,Oromia,,Ethiopia,-25.08014,-5.1045,,2021,,,2018-02-06T05:38:30.451Z
