id,supplier_id,name,description,category,grade,purity_percentage,li2co3_content,lioh_content,li2o_content,particle_size_um,bulk_density,moisture_content,unit,min_order_quantity,lead_time_days,available_quantity,certifications,esg_compliant,conflict_free,specifications,pricing,status,created_at,updated_at
a86be417-51a2-476c-a0fc-592b7066cb43,87519094-b5f3-4ef6-9d9c-8e503fcfed38,Battery Grade Recycled Lithium 98.3%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,98.28,,,,D50: 17μm,0.99 g/cm³,0.1,MT,37,60,3852,"[""REACH"",""ISO 9001:2015"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0011%"",""Fe"":""≤0.0003%""}","{""base_price"":982,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",out_of_stock,2025-02-16T05:38:30.418Z,2025-12-21T05:38:30.418Z
bbf0671c-93ad-400e-8ed5-ab34dbaca2c0,87519094-b5f3-4ef6-9d9c-8e503fcfed38,Industrial Grade Other 99.0%,High-quality industrial grade other for industrial applications. Reliable quality for manufacturing.,Other,Industrial Grade,98.95,,,,,0.91 g/cm³,0.14,MT,420,60,7960,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",true,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0001%""}","{""base_price"":8267,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-07-03T05:38:30.418Z,2025-12-24T05:38:30.418Z
e9492bfd-a27a-46ba-866d-51e252a3179b,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Pharmaceutical Grade Lithium Carbonate 99.5%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.48,99.48,,,,1.35 g/cm³,0.1,MT,161,57,9937,"[""REACH"",""IATF 16949:2016"",""ISO 9001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0002%""}","{""base_price"":9175,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-01-14T05:38:30.418Z,2025-12-13T05:38:30.418Z
d095814d-8c10-440f-a30d-36e251b68ede,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Battery Grade Lithium Carbonate 99.4%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.37,99.37,,,D50: 38μm,0.86 g/cm³,0.09,MT,36,59,3178,"[""RoHS"",""REACH"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0003%""}","{""base_price"":12952,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",out_of_stock,2025-03-08T05:38:30.418Z,2025-12-14T05:38:30.418Z
45559646-5f2f-40a7-9134-9739ae53a6eb,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Battery Grade Lithium Hydroxide 99.64%,High-quality battery grade lithium hydroxide for EV battery applications. Meets strict automotive specifications.,Lithium Hydroxide,Battery Grade,99.64,,56.99,,D50: 50μm,1 g/cm³,0.1,MT,44,69,5957,"[""IATF 16949:2016"",""RoHS"",""ISO 14001:2015"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0002%""}","{""base_price"":14011,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-10-27T05:38:30.418Z,2025-12-13T05:38:30.418Z
750d3823-4225-44c7-859c-591a9c91d63e,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Pharmaceutical Grade Lithium Chloride 99.2%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,99.17,,,,,1.4 g/cm³,0.14,MT,96,56,3087,"[""ISO 14001:2015"",""RoHS"",""REACH"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0003%""}","{""base_price"":6515,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-07-16T05:38:30.418Z,2025-12-05T05:38:30.418Z
eca46a2d-3cc5-41e7-a5f0-8d78624f2d87,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Technical Grade Lithium Chloride 99.4%,High-quality technical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Technical Grade,99.38,,,,,0.85 g/cm³,0.02,MT,409,82,9263,"[""RoHS"",""REACH"",""IATF 16949:2016"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0004%""}","{""base_price"":5296,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-09-28T05:38:30.418Z,2025-12-20T05:38:30.418Z
a96313ac-c6e0-439c-ba2a-462732c33634,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Battery Grade Other 99.4%,High-quality battery grade other for EV battery applications. Meets strict automotive specifications.,Other,Battery Grade,99.44,,,,D50: 60μm,1.18 g/cm³,0.12,MT,21,56,5045,"[""REACH"",""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0019%"",""Fe"":""≤0.0003%""}","{""base_price"":896,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-03-14T05:38:30.418Z,2025-12-27T05:38:30.418Z
31f9f193-4992-410f-bdc2-e1e5b558033b,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Battery Grade Recycled Lithium 99.4%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,99.39,,,,D50: 52μm,1.27 g/cm³,0.13,MT,49,87,9864,"[""REACH"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0005%""}","{""base_price"":1082,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-11-17T05:38:30.418Z,2025-12-23T05:38:30.418Z
63262ed4-df4e-40aa-af7f-5f31c26756fe,d74f7fe2-0419-4385-bd64-0b1ec5f0c7ea,Pharmaceutical Grade Lithium Chloride 98.1%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,98.09,,,,,1.21 g/cm³,0.1,MT,296,53,4677,"[""IATF 16949:2016"",""REACH"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.001%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0005%""}","{""base_price"":8549,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-09-23T05:38:30.418Z,2025-12-17T05:38:30.418Z
b38363bd-a0a2-4a2e-abef-d8451c881b5c,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Technical Grade Other 98.5%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,98.46,,,,,1.11 g/cm³,0.07,MT,96,31,8386,"[""ISO 9001:2015"",""ISO 14001:2015""]",false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0004%""}","{""base_price"":8828,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-01-31T05:38:30.418Z,2025-12-04T05:38:30.418Z
37625b82-7f14-4d1b-97f5-1ea9500445ef,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Battery Grade Other 98.5%,High-quality battery grade other for EV battery applications. Meets strict automotive specifications.,Other,Battery Grade,98.5,,,,D50: 53μm,1.2 g/cm³,0.07,MT,38,55,945,"[""IATF 16949:2016"",""ISO 14001:2015"",""RoHS""]",false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0002%""}","{""base_price"":985,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-07-13T05:38:30.418Z,2026-01-02T05:38:30.418Z
77519e93-9bc8-4b3e-9dac-9652d0750d0c,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Technical Grade Lithium Hydroxide 99.68%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.68,,56.28,,,0.9 g/cm³,0.04,MT,160,67,1157,"[""ISO 14001:2015"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0002%""}","{""base_price"":8921,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-11-28T05:38:30.418Z,2025-12-11T05:38:30.418Z
3c5a7d9b-f76e-47ab-80d7-433e57183edf,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Battery Grade Lithium Carbonate 99.87%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.87,99.87,,,D50: 34μm,1.33 g/cm³,0.05,MT,16,68,1364,"[""IATF 16949:2016"",""ISO 14001:2015"",""REACH""]",false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0005%""}","{""base_price"":12179,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-04-20T05:38:30.418Z,2025-12-22T05:38:30.418Z
6c4b6fda-e99a-4d88-b6ae-a21fc4bb80d1,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,5.65,D50: 25μm,0.87 g/cm³,0.03,MT,35,40,1264,"[""ISO 14001:2015"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0003%""}","{""base_price"":1190,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-06-13T05:38:30.418Z,2025-12-11T05:38:30.418Z
bd44f44c-86f3-4681-925f-6c26a5b6b928,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Technical Grade Lithium Chloride 98.1%,High-quality technical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Technical Grade,98.06,,,,,0.83 g/cm³,0.14,MT,433,82,8418,"[""REACH"",""RoHS"",""IATF 16949:2016"",""ISO 14001:2015""]",false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0019%"",""Fe"":""≤0.0003%""}","{""base_price"":6669,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-01-12T05:38:30.418Z,2026-01-01T05:38:30.418Z
e1ed5be4-6b5e-478b-bd4e-22b5231210e9,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Technical Grade Lithium Hydroxide 99.61%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.61,,56.07,,,1.21 g/cm³,0.05,MT,128,85,5245,"[""IATF 16949:2016"",""ISO 14001:2015"",""REACH"",""RoHS""]",false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0002%""}","{""base_price"":6572,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-02-17T05:38:30.418Z,2025-12-08T05:38:30.418Z
7f830bff-e1e8-49f4-a378-96c4e9723df5,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Pharmaceutical Grade Other 98.3%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,98.29,,,,,1.05 g/cm³,0.12,MT,139,36,8462,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",false,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0005%""}","{""base_price"":8569,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-08-11T05:38:30.418Z,2025-12-30T05:38:30.418Z
77b78902-da6d-4d57-b359-3ca0c042ed10,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Industrial Grade Lithium Chloride 99.3%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,99.31,,,,,1.34 g/cm³,0.07,MT,475,88,1716,"[""ISO 9001:2015"",""RoHS"",""ISO 14001:2015""]",false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0003%""}","{""base_price"":9620,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-10-30T05:38:30.418Z,2025-12-05T05:38:30.418Z
55712914-0846-4166-beb9-efa268ea3ea1,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Technical Grade Lithium Hydroxide 99.71%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.71,,56.56,,,1 g/cm³,0.09,MT,484,54,6587,"[""ISO 9001:2015"",""IATF 16949:2016"",""ISO 14001:2015""]",false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0001%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0005%""}","{""base_price"":9338,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-02-11T05:38:30.418Z,2025-12-12T05:38:30.418Z
047049c5-1962-44d4-bb9e-714abe29f9e3,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Pharmaceutical Grade Recycled Lithium 98.6%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.59,,,,,0.96 g/cm³,0.06,MT,468,82,4632,"[""RoHS"",""REACH"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0003%"",""Fe"":""≤0.0001%""}","{""base_price"":7130,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-02-24T05:38:30.418Z,2025-12-06T05:38:30.418Z
4ccc16a3-e07d-4963-8d05-c13ce2a8878a,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Technical Grade Lithium Spodumene,High-quality technical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Technical Grade,,,,6.08,,1.06 g/cm³,0.1,MT,369,69,9696,"[""REACH"",""IATF 16949:2016""]",false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0005%""}","{""base_price"":7901,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-10-15T05:38:30.418Z,2025-12-29T05:38:30.418Z
cc9a1c37-da2d-4677-a58e-972ac6ac1013,9ddf70f9-bbc1-443d-bc61-d43c7eff6f35,Industrial Grade Lithium Carbonate 99.4%,High-quality industrial grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Industrial Grade,99.44,99.44,,,,0.88 g/cm³,0.09,MT,50,89,120,"[""RoHS"",""IATF 16949:2016""]",false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0003%""}","{""base_price"":7212,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-10-27T05:38:30.418Z,2025-12-31T05:38:30.418Z
23beb64c-805d-4a48-b1bb-cfbe6ab5635a,277bf9bb-fafe-41f0-903a-c7debfdda64b,Technical Grade Lithium Hydroxide 99.56%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.56,,56.74,,,1.16 g/cm³,0.13,MT,159,84,1049,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016""]",false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0003%""}","{""base_price"":5788,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-07-12T05:38:30.419Z,2025-12-16T05:38:30.419Z
9aeccfcf-37c1-4f4c-aec2-b728e5bbd68d,277bf9bb-fafe-41f0-903a-c7debfdda64b,Industrial Grade Lithium Chloride 98.3%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.25,,,,,1.37 g/cm³,0.1,MT,100,43,8111,"[""ISO 9001:2015"",""ISO 14001:2015"",""RoHS""]",false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0001%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0005%""}","{""base_price"":7087,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-05-02T05:38:30.419Z,2025-12-14T05:38:30.419Z
eef5b192-a4ab-440e-bc49-cb16b19bf6c2,277bf9bb-fafe-41f0-903a-c7debfdda64b,Pharmaceutical Grade Other 99.1%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,99.07,,,,,1.08 g/cm³,0.02,MT,258,62,6431,"[""REACH"",""RoHS"",""ISO 14001:2015"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0001%"",""Ca"":""≤0.0003%"",""Fe"":""≤0.0002%""}","{""base_price"":6259,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-05-29T05:38:30.419Z,2025-12-19T05:38:30.419Z
7e885e38-481b-4211-abff-d1e86bcbd590,277bf9bb-fafe-41f0-903a-c7debfdda64b,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,5.81,,0.83 g/cm³,0.06,MT,209,36,627,"[""ISO 14001:2015"",""RoHS""]",false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0003%""}","{""base_price"":6994,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-09-03T05:38:30.419Z,2025-12-04T05:38:30.419Z
59c9fb11-8a27-4b1a-9a81-c3ed74e35e2a,277bf9bb-fafe-41f0-903a-c7debfdda64b,Industrial Grade Lithium Spodumene,High-quality industrial grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Industrial Grade,,,,5.96,,0.91 g/cm³,0.05,MT,224,87,7430,"[""REACH"",""RoHS""]",false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0004%""}","{""base_price"":6667,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-12-20T05:38:30.419Z,2025-12-11T05:38:30.419Z
c06155a4-a7d7-4876-ba33-b30cdfaacb8b,277bf9bb-fafe-41f0-903a-c7debfdda64b,Pharmaceutical Grade Lithium Chloride 98.4%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,98.38,,,,,0.95 g/cm³,0.02,MT,498,70,9076,"[""ISO 9001:2015"",""ISO 14001:2015""]",false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0003%""}","{""base_price"":8726,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-11-18T05:38:30.419Z,2025-12-24T05:38:30.419Z
b84c3bb9-3d8f-4ad0-a9bf-71b5a5ed4982,277bf9bb-fafe-41f0-903a-c7debfdda64b,Pharmaceutical Grade Lithium Chloride 98.0%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,98.01,,,,,0.95 g/cm³,0.05,MT,258,34,1729,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0003%""}","{""base_price"":8142,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",out_of_stock,2025-11-14T05:38:30.419Z,2025-12-08T05:38:30.419Z
78723e32-142d-4d76-8325-3c9edb11ceb9,85f19c5f-c906-4131-a2e1-c7ee824853e5,Technical Grade Lithium Carbonate 99.89%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.89,99.89,,,,0.99 g/cm³,0.06,MT,80,68,3686,"[""IATF 16949:2016"",""ISO 14001:2015"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0002%""}","{""base_price"":7441,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",out_of_stock,2025-01-04T05:38:30.419Z,2026-01-02T05:38:30.419Z
fa69456f-9286-445b-81e8-23377cdcbcee,85f19c5f-c906-4131-a2e1-c7ee824853e5,Pharmaceutical Grade Other 98.2%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,98.17,,,,,0.84 g/cm³,0.05,MT,128,63,6408,"[""IATF 16949:2016"",""ISO 14001:2015"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0002%""}","{""base_price"":5475,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-06-19T05:38:30.419Z,2025-12-18T05:38:30.419Z
1c7d17b2-2a30-471a-b315-ebe0829b3843,85f19c5f-c906-4131-a2e1-c7ee824853e5,Pharmaceutical Grade Lithium Chloride 98.4%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,98.37,,,,,0.92 g/cm³,0.03,MT,174,82,5792,"[""REACH"",""IATF 16949:2016""]",false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0002%""}","{""base_price"":6108,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-04-26T05:38:30.419Z,2025-12-15T05:38:30.419Z
ab42dd1a-5800-47cd-a47f-b95a8dcdc985,85f19c5f-c906-4131-a2e1-c7ee824853e5,Industrial Grade Recycled Lithium 99.3%,High-quality industrial grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Industrial Grade,99.34,,,,,1.16 g/cm³,0.09,MT,60,85,1333,"[""ISO 14001:2015"",""ISO 9001:2015""]",false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0003%""}","{""base_price"":6505,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-11-14T05:38:30.419Z,2025-12-26T05:38:30.419Z
9b417823-614d-4ad0-a3f9-cafc8d9d1f06,85f19c5f-c906-4131-a2e1-c7ee824853e5,Industrial Grade Lithium Hydroxide 99.57%,High-quality industrial grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Industrial Grade,99.57,,56.7,,,1.19 g/cm³,0.07,MT,202,40,7373,"[""RoHS"",""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016""]",false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0004%""}","{""base_price"":9258,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-05-20T05:38:30.419Z,2025-12-24T05:38:30.419Z
ecffc9e4-abce-444c-8c8b-6c9f59c067e3,85f19c5f-c906-4131-a2e1-c7ee824853e5,Battery Grade Lithium Carbonate 99.50%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.5,99.5,,,D50: 31μm,0.97 g/cm³,0.11,MT,12,50,3975,"[""ISO 9001:2015"",""ISO 14001:2015"",""REACH""]",false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0005%""}","{""base_price"":12371,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-12-06T05:38:30.419Z,2025-12-25T05:38:30.419Z
16d5ea27-82c6-4a35-bdfe-1980604a4bc6,85f19c5f-c906-4131-a2e1-c7ee824853e5,Industrial Grade Recycled Lithium 98.9%,High-quality industrial grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Industrial Grade,98.86,,,,,1.04 g/cm³,0.07,MT,369,33,7944,"[""ISO 9001:2015"",""ISO 14001:2015""]",false,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0003%""}","{""base_price"":7212,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-10-10T05:38:30.419Z,2025-12-17T05:38:30.419Z
4c3e8a9f-309e-453b-9847-004cdcdc2e49,85f19c5f-c906-4131-a2e1-c7ee824853e5,Industrial Grade Lithium Chloride 98.9%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.87,,,,,0.91 g/cm³,0.03,MT,406,82,245,"[""REACH"",""RoHS""]",false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0002%""}","{""base_price"":8904,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",out_of_stock,2024-02-21T05:38:30.419Z,2025-12-28T05:38:30.419Z
47eb17fc-8204-42fa-b6b1-c47ebed686d7,85f19c5f-c906-4131-a2e1-c7ee824853e5,Technical Grade Lithium Spodumene,High-quality technical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Technical Grade,,,,6.8,,0.83 g/cm³,0.01,MT,304,78,8455,"[""ISO 9001:2015"",""RoHS"",""ISO 14001:2015"",""IATF 16949:2016""]",false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0001%""}","{""base_price"":5604,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-02-18T05:38:30.419Z,2025-12-11T05:38:30.419Z
